Data,Horário,Pluviógrafo,Piranômetro superior,Piranômetro inferior,Temperatura do Ar,Umidade relativa do ar
2019-02-28,18:35:00,0.0,594.061,12.366,24.814,0.156
2019-02-28,18:40:00,0.0,585.043,2.785,24.777,0.177
2019-02-28,18:45:00,0.0,585.685,36.494,24.644,0.141
2019-02-28,18:50:00,0.0,594.684,0.0,24.594,0.182
2019-02-28,18:55:00,0.0,664.827,9.893,24.551,0.116
2019-02-28,19:00:00,0.0,745.142,0.0,24.579,0.13
2019-02-28,19:05:00,0.0,886.234,8.188,24.548,0.166
2019-02-28,19:10:00,0.0,1016.476,0.0,24.533,0.108
2019-02-28,19:15:00,0.0,1164.222,26.228,24.586,0.157
2019-02-28,19:20:00,0.0,1241.439,17.686,24.534,0.147
2019-02-28,19:25:00,0.0,1337.792,0.0,24.531,0.114
2019-02-28,19:30:00,0.0,1411.582,0.0,24.572,0.163
2019-02-28,19:35:00,0.0,1410.519,0.0,24.499,0.133
2019-02-28,19:40:00,0.0,1310.758,14.943,24.475,0.138
2019-02-28,19:45:00,0.0,1487.755,5.507,24.431,0.153
2019-02-28,19:50:00,0.0,1333.65,0.125,24.354,0.131
2019-02-28,19:55:00,0.0,1404.929,0.0,24.284,0.127
2019-02-28,20:00:00,0.0,1436.765,8.084,24.287,0.093
2019-02-28,20:05:00,0.0,1532.678,0.0,24.207,0.168
2019-02-28,20:10:00,0.0,1627.564,0.0,24.334,0.102
2019-02-28,20:15:00,0.0,1767.264,0.0,24.418,0.17
2019-02-28,20:20:00,0.0,2197.542,0.0,24.339,0.151
2019-02-28,20:25:00,0.0,2115.577,0.0,24.237,0.124
2019-02-28,20:30:00,0.0,2226.941,0.0,24.284,0.205
2019-02-28,20:35:00,0.0,2334.254,20.824,24.451,0.157
2019-02-28,20:40:00,0.0,2464.972,0.0,24.336,0.124
2019-02-28,20:45:00,0.0,2552.069,0.0,24.206,0.167
2019-02-28,20:50:00,0.0,2526.904,0.0,23.835,0.174
2019-02-28,20:55:00,0.6858,2017.74,0.0,22.895,0.05
2019-02-28,21:00:00,0.6858,1791.622,26.269,22.35,0.149
2019-02-28,21:05:00,0.22859999999999997,1718.638,0.0,21.796,0.126
2019-02-28,21:10:00,0.0,1848.752,0.0,21.416,0.139
2019-02-28,21:15:00,0.0,1865.834,25.251,21.393,0.176
2019-02-28,21:20:00,0.0,1897.964,0.0,21.344,0.114
2019-02-28,21:25:00,0.22859999999999997,1852.912,0.0,21.252,0.143
2019-02-28,21:30:00,0.0,1949.705,16.813,21.286,0.142
2019-02-28,21:35:00,0.0,1987.022,3.928,21.238,0.121
2019-02-28,21:40:00,0.0,1967.722,17.104,21.169,0.12
2019-02-28,21:45:00,0.0,2052.307,2.016,21.156,0.132
2019-02-28,21:50:00,0.0,2314.441,7.69,21.13,0.142
2019-02-28,21:55:00,0.0,2403.718,6.962,21.218,100.173
2019-02-28,22:00:00,0.0,2561.618,9.207,21.29,100.118
2019-02-28,22:05:00,0.0,2549.961,0.0,21.217,100.098
2019-02-28,22:10:00,0.0,2641.603,0.0,21.137,100.117
2019-02-28,22:15:00,0.0,2802.82,2.993,21.085,100.126
2019-02-28,22:20:00,0.0,2793.912,17.27,20.985,100.157
2019-02-28,22:25:00,0.0,2811.929,2.494,21.019,100.11
2019-02-28,22:30:00,0.0,2843.216,22.071,21.091,100.107
2019-02-28,22:35:00,0.0,2951.665,19.536,21.171,100.14
2019-02-28,22:40:00,0.0,2953.241,0.0,21.289,100.104
2019-02-28,22:45:00,0.0,2976.17,33.564,21.262,100.101
2019-02-28,22:50:00,0.0,3039.257,29.782,21.474,100.086
2019-02-28,22:55:00,0.0,3131.724,14.714,21.413,100.092
2019-02-28,23:00:00,0.0,3150.217,35.31,21.369,100.086
2019-02-28,23:05:00,0.0,3165.32,2.432,21.326,100.078
2019-02-28,23:10:00,0.0,3171.258,0.0,21.419,100.09
2019-02-28,23:15:00,0.0,3188.468,0.0,21.479,100.091
2019-02-28,23:20:00,0.0,3144.572,0.0,21.648,100.12
2019-02-28,23:25:00,0.0,3132.383,0.0,21.752,100.1
2019-02-28,23:30:00,0.0,3139.238,0.0,21.634,100.092
2019-02-28,23:35:00,0.0,3137.699,10.911,21.477,100.06
2019-02-28,23:40:00,0.0,3134.894,0.0,21.516,100.077
2019-02-28,23:45:00,0.0,3117.446,8.126,21.577,99.845
2019-02-28,23:50:00,0.0,3020.287,4.759,21.614,100.085
2019-02-28,23:55:00,0.0,3016.401,1.974,21.682,100.049
2019-03-01,00:00:00,0.0,3057.805,12.657,21.717,99.839
2019-03-01,00:05:00,0.0,3001.097,6.484,21.705,100.051
2019-03-01,00:10:00,0.0,2946.826,16.273,21.789,98.799
2019-03-01,00:15:00,0.0,3008.318,0.0,21.773,100.07
2019-03-01,00:20:00,0.0,3026.298,0.0,21.523,100.137
2019-03-01,00:25:00,0.0,3065.466,0.0,21.604,100.068
2019-03-01,00:30:00,0.0,3146.771,0.0,21.57,100.09
2019-03-01,00:35:00,0.0,3212.662,2.016,21.596,100.081
2019-03-01,00:40:00,0.0,3336.929,5.881,21.601,100.1
2019-03-01,00:45:00,0.0,3367.244,3.907,21.458,100.075
2019-03-01,00:50:00,0.0,3459.106,14.111,21.57,99.266
2019-03-01,00:55:00,0.0,3496.038,0.0,21.549,99.336
2019-03-01,01:00:00,0.0,3495.799,10.412,21.505,98.233
2019-03-01,01:05:00,0.0,3511.965,0.707,21.653,97.572
2019-03-01,01:10:00,0.0,3503.222,21.926,21.58,96.213
2019-03-01,01:15:00,0.0,3501.775,21.51,21.655,96.138
2019-03-01,01:20:00,0.0,3486.635,17.686,21.524,95.125
2019-03-01,01:25:00,0.0,3438.926,0.0,21.706,97.138
2019-03-01,01:30:00,0.0,3519.975,0.0,21.601,95.37
2019-03-01,01:35:00,0.0,3490.228,0.0,21.604,95.608
2019-03-01,01:40:00,0.0,3479.964,0.0,21.687,94.102
2019-03-01,01:45:00,0.0,3413.468,5.778,21.701,93.214
2019-03-01,01:50:00,0.0,3404.451,42.417,21.808,94.212
2019-03-01,01:55:00,0.0,3379.835,1.891,21.749,93.374
2019-03-01,02:00:00,0.0,3342.317,27.371,21.751,91.844
2019-03-01,02:05:00,0.0,3274.997,8.562,21.833,91.194
2019-03-01,02:10:00,0.0,3297.321,31.901,21.883,91.328
2019-03-01,02:15:00,0.0,3354.396,6.837,21.901,91.677
2019-03-01,02:20:00,0.0,3374.85,5.694,21.963,92.744
2019-03-01,02:25:00,0.0,3409.656,0.0,22.019,94.959
2019-03-01,02:30:00,0.0,3422.504,1.808,21.936,93.428
2019-03-01,02:35:00,0.0,3438.615,0.0,21.841,93.812
2019-03-01,02:40:00,0.0,3381.283,1.392,21.89,94.049
2019-03-01,02:45:00,0.0,3347.559,0.0,21.817,94.311
2019-03-01,02:50:00,0.0,3337.442,0.0,21.942,95.303
2019-03-01,02:55:00,0.0,3307.621,0.0,21.624,95.516
2019-03-01,03:00:00,0.0,3301.646,6.276,21.52,95.979
2019-03-01,03:05:00,0.0,3312.735,7.981,21.582,97.035
2019-03-01,03:10:00,0.0,3341.566,0.0,21.563,98.406
2019-03-01,03:15:00,0.0,3333.208,15.047,21.421,100.088
2019-03-01,03:20:00,0.0,3250.052,13.613,21.219,100.063
2019-03-01,03:25:00,0.0,3223.146,33.211,21.151,100.114
2019-03-01,03:30:00,0.0,3138.798,0.0,20.999,100.065
2019-03-01,03:35:00,0.0,3121.35,0.0,20.853,100.1
2019-03-01,03:40:00,0.0,3079.139,15.525,20.86,100.102
2019-03-01,03:45:00,0.0,3089.238,0.0,20.856,100.09
2019-03-01,03:50:00,0.0,3077.05,0.0,20.83,100.112
2019-03-01,03:55:00,0.0,3113.029,0.0,20.752,100.076
2019-03-01,04:00:00,0.0,3147.761,1.746,20.667,100.133
2019-03-01,04:05:00,0.0,3169.627,13.01,20.598,100.073
2019-03-01,04:10:00,0.0,3162.974,0.0,20.677,100.101
2019-03-01,04:15:00,0.0,3272.376,0.0,20.79,100.071
2019-03-01,04:20:00,0.0,3331.54,20.658,20.641,100.089
2019-03-01,04:25:00,0.0,3297.669,0.0,20.556,100.073
2019-03-01,04:30:00,0.0,3304.597,0.0,20.424,100.138
2019-03-01,04:35:00,0.0,3323.677,0.0,20.369,100.08
2019-03-01,04:40:00,0.0,3252.655,15.483,20.234,100.103
2019-03-01,04:45:00,0.0,3274.3,22.237,20.198,100.107
2019-03-01,04:50:00,0.0,3318.105,17.374,20.161,100.116
2019-03-01,04:55:00,0.0,3280.624,0.0,20.111,100.106
2019-03-01,05:00:00,0.0,3260.462,0.0,20.117,100.076
2019-03-01,05:05:00,0.0,3339.66,0.0,20.222,100.073
2019-03-01,05:10:00,0.0,3418.417,57.734,20.163,100.062
2019-03-01,05:15:00,0.0,3387.533,16.979,20.082,100.133
2019-03-01,05:20:00,0.0,3380.44,0.0,20.1,100.073
2019-03-01,05:25:00,0.0,3401.976,14.652,20.064,100.104
2019-03-01,05:30:00,0.0,3457.053,0.0,20.11,100.07
2019-03-01,05:35:00,0.0,3411.324,0.0,20.069,100.085
2019-03-01,05:40:00,0.0,3366.547,0.0,20.021,100.068
2019-03-01,05:45:00,0.0,3375.07,17.166,19.954,100.069
2019-03-01,05:50:00,0.0,3363.615,0.0,19.945,100.108
2019-03-01,05:55:00,0.0,3401.371,0.0,19.953,100.103
2019-03-01,06:00:00,0.0,3421.184,0.0,19.943,100.093
2019-03-01,06:05:00,0.0,3497.027,47.073,19.991,100.105
2019-03-01,06:10:00,0.0,3451.298,31.195,19.999,100.115
2019-03-01,06:15:00,0.0,3479.396,17.125,19.931,100.093
2019-03-01,06:20:00,0.0,3607.676,0.0,19.966,100.072
2019-03-01,06:25:00,0.0,3644.205,20.325,20.088,100.089
2019-03-01,06:30:00,0.0,3794.425,21.531,20.233,100.09
2019-03-01,06:35:00,0.0,4026.352,0.0,20.354,100.151
2019-03-01,06:40:00,0.0,4091.95,37.7,20.291,100.081
2019-03-01,06:45:00,0.0,4110.077,15.338,20.444,100.125
2019-03-01,06:50:00,0.0,4150.509,59.293,20.429,100.083
2019-03-01,06:55:00,0.0,4169.882,59.854,20.675,100.105
2019-03-01,07:00:00,0.0,4372.943,31.382,20.705,100.138
2019-03-01,07:05:00,0.0,4769.185,40.027,21.048,100.146
2019-03-01,07:10:00,0.0,5377.103,41.087,21.418,100.121
2019-03-01,07:15:00,0.0,5830.951,51.188,21.587,100.075
2019-03-01,07:20:00,0.0,6188.044,30.571,21.86,100.081
2019-03-01,07:25:00,0.0,6795.191,41.648,21.924,100.106
2019-03-01,07:30:00,0.0,7117.039,68.562,21.986,100.102
2019-03-01,07:35:00,0.0,7124.168,42.999,22.66,99.621
2019-03-01,07:40:00,0.0,6908.736,72.137,23.062,95.307
2019-03-01,07:45:00,0.0,6732.765,67.253,23.734,92.073
2019-03-01,07:50:00,0.0,6473.583,63.304,23.813,90.044
2019-03-01,07:55:00,0.0,5610.332,66.359,23.61,85.997
2019-03-01,08:00:00,0.0,3997.907,41.357,23.518,89.587
2019-03-01,08:05:00,0.0,3919.259,46.948,24.003,89.978
2019-03-01,08:10:00,0.0,3596.203,81.364,23.464,91.539
2019-03-01,08:15:00,0.0,3457.09,13.654,23.333,91.26
2019-03-01,08:20:00,0.0,3550.785,86.768,23.703,92.524
2019-03-01,08:25:00,0.0,4301.535,82.216,24.063,88.848
2019-03-01,08:30:00,0.0,4273.108,80.928,24.236,86.76
2019-03-01,08:35:00,0.0,4041.015,99.902,24.824,87.923
2019-03-01,08:40:00,0.0,3625.052,71.326,24.76,82.806
2019-03-01,08:45:00,0.0,2900.547,62.182,24.782,82.385
2019-03-01,08:50:00,0.0,2512.094,42.043,24.543,81.12
2019-03-01,08:55:00,0.0,2113.011,77.228,24.477,79.54
2019-03-01,09:00:00,0.0,2356.816,74.277,24.814,76.802
2019-03-01,09:05:00,0.0,2720.104,115.905,24.98,76.995
2019-03-01,09:10:00,0.0,2552.582,101.731,25.092,76.549
2019-03-01,09:15:00,0.0,2380.936,101.939,25.452,75.499
2019-03-01,09:20:00,0.0,1869.353,120.789,25.575,71.237
2019-03-01,09:25:00,0.0,2017.887,139.306,26.085,68.86
2019-03-01,09:30:00,0.0,1926.08,109.462,26.451,70.182
2019-03-01,09:35:00,0.0,1970.196,101.627,26.752,70.83
2019-03-01,09:40:00,0.0,1747.597,104.765,26.852,68.041
2019-03-01,09:45:00,0.0,1566.787,84.502,26.728,67.325
2019-03-01,09:50:00,0.0,1362.022,93.293,26.588,69.741
2019-03-01,09:55:00,0.0,1501.611,130.848,27.06,69.981
2019-03-01,10:00:00,0.0,2282.934,79.286,27.666,68.803
2019-03-01,10:05:00,0.0,2292.172,109.109,27.87,71.759
2019-03-01,10:10:00,0.0,2119.536,119.001,27.583,69.487
2019-03-01,10:15:00,0.0,1840.834,84.502,27.072,69.858
2019-03-01,10:20:00,0.0,1680.02,85.209,27.031,73.137
2019-03-01,10:25:00,0.0,1990.926,113.598,27.502,71.52
2019-03-01,10:30:00,0.0,2358.007,5.715,27.916,70.896
2019-03-01,10:35:00,0.0,979.27,27.121,26.647,74.971
2019-03-01,10:40:00,0.0,963.269,100.235,26.413,73.883
2019-03-01,10:45:00,0.0,2028.37,156.93,27.594,72.18
2019-03-01,10:50:00,0.0,2570.031,146.933,28.473,68.3
2019-03-01,10:55:00,0.0,2819.041,158.572,28.608,69.881
2019-03-01,11:00:00,0.0,2799.502,153.501,28.477,71.919
2019-03-01,11:05:00,0.0,1966.549,46.096,27.511,69.558
2019-03-01,11:10:00,0.0,1793.638,62.826,27.674,71.686
2019-03-01,11:15:00,0.0,1917.648,148.908,28.224,72.469
2019-03-01,11:20:00,0.0,2227.82,194.131,28.865,73.617
2019-03-01,11:25:00,0.0,2195.104,155.828,27.867,72.709
2019-03-01,11:30:00,0.0,2528.645,199.264,29.179,69.869
2019-03-01,11:35:00,0.0,2088.286,105.555,27.868,74.619
2019-03-01,11:40:00,0.0,1977.417,174.366,28.328,70.111
2019-03-01,11:45:00,0.0,2293.858,125.631,28.32,69.135
2019-03-01,11:50:00,0.0,1913.543,177.297,28.196,72.121
2019-03-01,11:55:00,0.0,2218.381,198.391,28.704,68.105
2019-03-01,12:00:00,0.0,2337.168,156.369,28.509,70.377
2019-03-01,12:05:00,0.0,2250.401,154.997,28.693,72.021
2019-03-01,12:10:00,0.0,2226.409,131.596,28.076,70.397
2019-03-01,12:15:00,0.0,1478.866,82.694,27.7,72.173
2019-03-01,12:20:00,0.0,1432.807,101.004,27.709,72.268
2019-03-01,12:25:00,0.0,1928.004,157.262,28.453,72.318
2019-03-01,12:30:00,0.0,1757.916,168.381,28.413,73.352
2019-03-01,12:35:00,0.0,1641.897,134.297,28.099,69.617
2019-03-01,12:40:00,0.0,1653.939,152.69,27.943,74.656
2019-03-01,12:45:00,0.0,2063.836,143.691,28.502,69.891
2019-03-01,12:50:00,0.0,2461.196,141.571,29.213,72.717
2019-03-01,12:55:00,0.0,2565.43,143.92,28.188,68.845
2019-03-01,13:00:00,0.0,3026.042,159.008,29.034,73.57
2019-03-01,13:05:00,0.0,3198.641,120.124,28.751,68.824
2019-03-01,13:10:00,0.0,3167.501,139.639,28.757,70.082
2019-03-01,13:15:00,0.0,2947.761,119.292,28.633,70.399
2019-03-01,13:20:00,0.0,2940.943,120.477,28.643,70.082
2019-03-01,13:25:00,0.0,2618.179,145.104,28.6,71.737
2019-03-01,13:30:00,0.0,2200.768,131.783,28.38,70.936
2019-03-01,13:35:00,0.0,1831.047,143.712,28.396,70.398
2019-03-01,13:40:00,0.0,1604.379,129.455,28.179,70.226
2019-03-01,13:45:00,0.0,1579.746,129.85,28.762,71.473
2019-03-01,13:50:00,0.0,1337.975,125.008,28.25,69.846
2019-03-01,13:55:00,0.0,1222.983,125.714,28.655,72.572
2019-03-01,14:00:00,0.0,1233.265,127.938,28.638,68.194
2019-03-01,14:05:00,0.0,983.577,124.072,28.637,69.972
2019-03-01,14:10:00,0.0,837.701,147.037,28.548,70.722
2019-03-01,14:15:00,0.0,707.807,117.775,29.16,70.783
2019-03-01,14:20:00,0.0,518.75,107.197,28.918,70.84
2019-03-01,14:25:00,0.0,462.628,129.143,28.957,70.744
2019-03-01,14:30:00,0.0,339.168,79.494,28.704,71.83
2019-03-01,14:35:00,0.0,252.089,140.366,28.37,72.783
2019-03-01,14:40:00,0.0,186.583,127.294,28.388,70.513
2019-03-01,14:45:00,0.0,95.858,45.452,28.1,73.026
2019-03-01,14:50:00,0.0,128.134,111.374,28.03,73.064
2019-03-01,14:55:00,0.0,0.0,131.18,28.027,72.652
2019-03-01,15:00:00,0.0,0.0,37.845,27.985,74.097
2019-03-01,15:05:00,0.0,0.0,67.024,27.603,73.286
2019-03-01,15:10:00,0.0,5.975,114.596,27.866,74.216
2019-03-01,15:15:00,0.0,0.0,69.123,28.267,71.69
2019-03-01,15:20:00,0.0,0.0,65.237,28.26,74.663
2019-03-01,15:25:00,0.0,0.0,8.334,28.488,72.488
2019-03-01,15:30:00,0.0,0.0,36.661,27.775,74.502
2019-03-01,15:35:00,0.0,32.955,68.022,27.843,75.195
2019-03-01,15:40:00,0.0,76.778,94.353,27.862,75.558
2019-03-01,15:45:00,0.0,0.0,91.194,28.027,75.14
2019-03-01,15:50:00,0.0,0.0,90.051,28.17,74.551
2019-03-01,15:55:00,0.0,0.0,0.0,28.294,73.289
2019-03-01,16:00:00,0.0,49.487,100.983,27.939,73.35
2019-03-01,16:05:00,0.0,0.0,72.822,28.257,73.451
2019-03-01,16:10:00,0.0,0.0,89.698,28.029,72.342
2019-03-01,16:15:00,0.0,30.407,34.832,27.875,75.899
2019-03-01,16:20:00,0.0,61.547,87.038,27.505,75.099
2019-03-01,16:25:00,0.0,0.0,57.152,27.578,76.518
2019-03-01,16:30:00,0.0,0.0,78.122,27.813,74.517
2019-03-01,16:35:00,0.0,0.0,62.868,27.758,74.308
2019-03-01,16:40:00,0.0,0.0,67.17,27.71,75.165
2019-03-01,16:45:00,0.0,0.0,79.764,27.683,74.615
2019-03-01,16:50:00,0.0,0.0,67.876,27.562,73.812
2019-03-01,16:55:00,0.0,0.0,37.908,27.591,75.398
2019-03-01,17:00:00,0.0,0.0,61.662,27.599,73.652
2019-03-01,17:05:00,0.0,114.021,68.687,27.631,73.645
2019-03-01,17:10:00,0.0,208.101,41.254,27.346,73.535
2019-03-01,17:15:00,0.0,252.034,27.121,27.287,72.7
2019-03-01,17:20:00,0.0,203.409,44.371,27.235,73.125
2019-03-01,17:25:00,0.0,215.561,54.783,27.168,72.752
2019-03-01,17:30:00,0.0,266.807,60.29,26.859,74.059
2019-03-01,17:35:00,0.0,298.955,47.301,27.065,73.836
2019-03-01,17:40:00,0.0,294.868,26.914,26.874,73.236
2019-03-01,17:45:00,0.0,327.107,12.22,26.742,73.75
2019-03-01,17:50:00,0.0,376.759,14.444,26.757,74.838
2019-03-01,17:55:00,0.0,285.997,12.054,26.56,72.519
2019-03-01,18:00:00,0.0,224.523,0.0,26.472,76.264
2019-03-01,18:05:00,0.0,216.807,2.016,26.283,77.761
2019-03-01,18:10:00,0.0,206.012,0.0,26.028,79.311
2019-03-01,18:15:00,0.0,126.576,16.979,25.934,80.066
2019-03-01,18:20:00,0.0,220.363,0.0,25.898,81.013
2019-03-01,18:25:00,0.0,242.632,0.0,25.854,82.326
2019-03-01,18:30:00,0.0,297.654,0.0,25.731,82.435
2019-03-01,18:35:00,0.0,277.896,0.0,25.619,82.775
2019-03-01,18:40:00,0.0,323.79,23.131,25.702,83.206
2019-03-01,18:45:00,0.0,379.93,1.912,25.568,82.727
2019-03-01,18:50:00,0.0,350.293,0.0,25.454,83.431
2019-03-01,18:55:00,0.0,402.584,0.0,25.397,84.086
2019-03-01,19:00:00,0.0,422.159,0.0,25.426,85.162
2019-03-01,19:05:00,0.0,447.452,0.0,25.332,84.9
2019-03-01,19:10:00,0.0,460.538,0.0,25.141,85.536
2019-03-01,19:15:00,0.0,491.294,7.939,25.167,86.252
2019-03-01,19:20:00,0.0,598.258,0.0,25.151,86.528
2019-03-01,19:25:00,0.0,676.301,0.0,25.09,86.829
2019-03-01,19:30:00,0.0,821.462,0.0,25.104,87.334
2019-03-01,19:35:00,0.0,838.801,0.0,24.944,87.732
2019-03-01,19:40:00,0.0,878.61,0.0,25.016,87.978
2019-03-01,19:45:00,0.0,1063.544,2.535,25.128,88.018
2019-03-01,19:50:00,0.0,1055.626,15.795,25.055,88.227
2019-03-01,19:55:00,0.0,1084.108,6.422,24.955,88.621
2019-03-01,20:00:00,0.0,1110.391,5.653,24.831,89.214
2019-03-01,20:05:00,0.0,1240.725,0.0,24.777,89.844
2019-03-01,20:10:00,0.0,1333.302,0.0,24.928,90.527
2019-03-01,20:15:00,0.0,1488.488,11.867,24.897,90.676
2019-03-01,20:20:00,0.0,1409.529,0.0,24.897,90.796
2019-03-01,20:25:00,0.0,1424.101,0.0,24.788,91.744
2019-03-01,20:30:00,0.0,1407.477,15.836,24.612,92.385
2019-03-01,20:35:00,0.0,1379.288,3.533,24.469,93.003
2019-03-01,20:40:00,0.0,1445.123,0.0,24.504,93.795
2019-03-01,20:45:00,0.0,1600.548,8.937,24.557,94.428
2019-03-01,20:50:00,0.0,1549.889,1.039,24.416,94.614
2019-03-01,20:55:00,0.0,1612.81,1.954,24.385,94.854
2019-03-01,21:00:00,0.0,1711.087,23.526,24.326,95.463
2019-03-01,21:05:00,0.0,1701.941,20.222,24.314,95.548
2019-03-01,21:10:00,0.0,1776.685,0.0,24.424,95.787
2019-03-01,21:15:00,0.0,1837.095,0.0,24.204,96.158
2019-03-01,21:20:00,0.0,1913.305,32.878,24.125,97.08
2019-03-01,21:25:00,0.0,1923.202,3.45,24.135,96.952
2019-03-01,21:30:00,0.0,1930.185,0.0,24.163,98.105
2019-03-01,21:35:00,0.0,2037.351,0.0,24.118,98.671
2019-03-01,21:40:00,0.0,2042.722,0.0,24.148,98.793
2019-03-01,21:45:00,0.0,2127.472,2.764,24.133,98.721
2019-03-01,21:50:00,0.0,2111.142,30.966,24.003,99.18
2019-03-01,21:55:00,0.0,2220.984,0.0,24.069,98.958
2019-03-01,22:00:00,0.0,2267.538,0.0,24.143,98.741
2019-03-01,22:05:00,0.0,2317.721,0.0,24.089,98.413
2019-03-01,22:10:00,0.0,2243.125,23.401,23.973,98.729
2019-03-01,22:15:00,0.0,2285.592,0.0,23.987,99.347
2019-03-01,22:20:00,0.0,2360.537,0.0,23.837,99.601
2019-03-01,22:25:00,0.0,2299.686,0.0,23.741,100.037
2019-03-01,22:30:00,0.0,2319.994,43.311,23.769,100.033
2019-03-01,22:35:00,0.0,2347.23,5.05,23.784,100.067
2019-03-01,22:40:00,0.0,2426.501,0.0,23.762,100.08
2019-03-01,22:45:00,0.0,2439.147,0.0,23.718,100.061
2019-03-01,22:50:00,0.0,2447.248,0.0,23.693,100.093
2019-03-01,22:55:00,0.0,2553.407,13.342,23.644,100.09
2019-03-01,23:00:00,0.0,2669.609,28.95,23.674,100.099
2019-03-01,23:05:00,0.0,2641.951,0.0,23.723,100.061
2019-03-01,23:10:00,0.0,2652.875,0.0,23.646,100.085
2019-03-01,23:15:00,0.0,2631.504,0.0,23.545,100.103
2019-03-01,23:20:00,0.0,2681.486,0.0,23.496,100.069
2019-03-01,23:25:00,0.0,2803.718,11.514,23.531,100.099
2019-03-01,23:30:00,0.0,2973.568,19.078,23.539,100.136
2019-03-01,23:35:00,0.0,3147.083,0.0,23.619,100.125
2019-03-01,23:40:00,0.0,3283.648,7.752,23.632,100.125
2019-03-01,23:45:00,0.0,3240.228,8.833,23.711,100.129
2019-03-01,23:50:00,0.0,3289.843,0.0,23.826,100.122
2019-03-01,23:55:00,0.0,3341.181,21.198,23.824,100.131
2019-03-02,00:00:00,0.0,3368.71,0.0,23.841,100.065
2019-03-02,00:05:00,0.0,3332.383,14.028,23.88,100.125
2019-03-02,00:10:00,0.0,3289.861,0.0,23.906,100.138
2019-03-02,00:15:00,0.0,3295.543,18.06,23.854,100.111
2019-03-02,00:20:00,0.0,3246.111,4.593,23.763,100.151
2019-03-02,00:25:00,0.0,3184.454,7.315,23.731,100.165
2019-03-02,00:30:00,0.0,3245.286,0.0,23.67,100.126
2019-03-02,00:35:00,0.0,3302.435,0.0,23.635,100.111
2019-03-02,00:40:00,0.0,3418.618,0.0,23.743,100.139
2019-03-02,00:45:00,0.0,3498.164,13.426,23.785,100.109
2019-03-02,00:50:00,0.0,3539.843,58.088,23.973,100.123
2019-03-02,00:55:00,0.0,3567.537,0.0,23.93,100.116
2019-03-02,01:00:00,0.0,3592.812,0.0,23.969,100.166
2019-03-02,01:05:00,0.0,3680.752,0.0,23.84,100.138
2019-03-02,01:10:00,0.0,3815.264,22.986,24.049,100.088
2019-03-02,01:15:00,0.0,3827.104,0.0,24.028,100.111
2019-03-02,01:20:00,0.0,3842.207,0.0,24.084,100.069
2019-03-02,01:25:00,0.0,3805.33,5.674,24.03,100.111
2019-03-02,01:30:00,0.0,3815.209,0.0,23.909,100.082
2019-03-02,01:35:00,0.0,3883.831,43.062,24.028,100.118
2019-03-02,01:40:00,0.0,3914.274,0.0,24.102,100.087
